network,station id,start wateryear,end wateryear, lat,lon,elev,element,state,county,Subwatershed,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,578,1999,2017,45.5,-110.97,6860,Snow Water Equivalent,MT,Gallatin,Upper Hyalite Creek,Lick Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=578,10D13S  ,LCKM8,8
snotel,349,1999,2017,46.41,-113.43,7210,Snow Water Equivalent,MT,Granite,Marshall Creek,Black Pine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=349,13C13S  ,BLKM8,8
snotel,754,1999,2017,45.4,-110.96,8100,Snow Water Equivalent,MT,Gallatin,Upper Hyalite Creek,Shower Falls,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=754,10D16S  ,SHFM8,8
snotel,1001,1999,2017,58.19,-133.83,850,Snow Water Equivalent,AK,Juneau,Long River,Long Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1001,33J01S  ,LLKA2,9
snotel,328,1999,2017,44.95,-111.36,7850,Snow Water Equivalent,MT,Gallatin,Upper Beaver Creek,Beaver Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=328,11E38S  ,BEVM8,8
snotel,385,1999,2017,44.96,-111.29,9000,Snow Water Equivalent,MT,Gallatin,Sage Creek,Carrot Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=385,11E29S  ,CRRM8,8
snotel,480,1999,2017,45.06,-109.94,9100,Snow Water Equivalent,MT,Park,Broadwater Creek-Clarks Fork Yellowstone River,Fisher Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=480,09D06S  ,FSHM8,8
snotel,530,1999,2017,46.98,-115.03,6050,Snow Water Equivalent,MT,Mineral,Upper Trout Creek,Hoodoo Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=530,15C10S  ,HOOM8,8
snotel,670,1999,2017,45.01,-110.01,7350,Snow Water Equivalent,MT,Yellowstone National Park,Upper Soda Butte Creek,Northeast Entrance,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=670,10D07S  ,NORM8,8
snotel,781,1999,2017,46.78,-110.62,8100,Snow Water Equivalent,MT,Judith Basin,Cleveland Creek,Spur Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=781,10C06S  ,SPRM8,8
snotel,924,1999,2017,44.66,-111.09,6700,Snow Water Equivalent,MT,Gallatin,Lower South Fork Madison River,West Yellowstone,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=924,11E07S  ,WYSM8,8
snotel,254,1999,2017,45.82,-110.9,6210,Snow Water Equivalent,MT,Gallatin,Upper Bridger Creek,Maynard Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=254,,MYDM8,8
snotel,437,1999,2017,46.79,-110.68,6450,Snow Water Equivalent,MT,Meagher,Headwaters Sheep Creek,Deadman Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=437,10C09S  ,DDMM8,8
snotel,609,1999,2017,44.59,-111.12,7750,Snow Water Equivalent,MT,Gallatin,Lower South Fork Madison River,Madison Plateau,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=609,11E31S  ,MPLM8,8
snotel,657,1999,2017,46.87,-113.28,6250,Snow Water Equivalent,MT,Powell,Upper Elk Creek,N Fk Elk Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=657,13C31S  ,NFEM8,8
snotel,722,1999,2017,46.36,-112.26,8000,Snow Water Equivalent,MT,Jefferson,Cataract Creek,Rocker Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=722,12C11S  ,RKPM8,8
snotel,917,1999,2017,48.17,-109.65,4700,Snow Water Equivalent,MT,Hill,Upper Beaver Creek,Rocky Boy,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=917,09A01S  ,ROCM8,8
snotel,727,1999,2017,45.69,-113.97,7940,Snow Water Equivalent,MT,Beaverhead,Camp Creek,Saddle Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=727,13D22S  ,SDMM8,8
snotel,835,1999,2017,46.14,-114.45,5600,Snow Water Equivalent,MT,Ravalli,Lost Horse Creek,Twelvemile Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=835,14C13S  ,TMCM8,8
snotel,836,1999,2017,46.14,-114.51,6400,Snow Water Equivalent,MT,Ravalli,Lost Horse Creek,Twin Lakes,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=836,14C12S  ,TWLM8,8
snotel,311,1999,2017,48.57,-115.45,5600,Snow Water Equivalent,MT,Lincoln,Upper Fortine Creek,Banfield Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=311,15A08S  ,BANM8,8
snotel,918,1999,2017,48.98,-115.82,4250,Snow Water Equivalent,MT,Lincoln,Upper West Fork Yaak River,Garver Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=918,15A05S  ,GVRM8,8
snotel,516,1999,2017,48.97,-115.95,6450,Snow Water Equivalent,MT,Lincoln,Canada,Hawkins Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=516,15A03S  ,HAWM8,8
snotel,649,1999,2017,47.92,-112.82,6400,Snow Water Equivalent,MT,Teton,Middle North Fork Teton River,Mount Lockhart,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=649,12B12S  ,MTKM8,8
snotel,932,1999,2017,48.13,-115.62,5100,Snow Water Equivalent,MT,Lincoln,Upper Grave Creek,Poorman Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=932,15A12S  ,PMNM8,8
snotel,847,1999,2017,47.92,-112.79,5600,Snow Water Equivalent,MT,Teton,Middle North Fork Teton River,Waldron,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=847,12B13S  ,CHUM8,8
snotel,482,1999,2017,48.8,-113.86,6300,Snow Water Equivalent,MT,Flathead,McDonald Creek Headwaters,Flattop Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=482,13A19S  ,FTMM8,8
snotel,604,1999,2017,46.88,-113.32,4680,Snow Water Equivalent,MT,Missoula,Upper Elk Creek,Lubrecht Flume,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=604,13C38S  ,LUBM8,8
snotel,930,1999,2017,46.13,-113.31,7200,Snow Water Equivalent,MT,Granite,Silver Lake,Peterson Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=930,13C36S  ,PTNM8,8
snotel,407,1999,2017,45.19,-109.35,7850,Snow Water Equivalent,MT,Carbon,Skunk Creek-Clarks Fork Yellowstone Creek,Cole Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=407,09D16S  ,CLCM8,8
snotel,448,1999,2017,44.79,-112.06,7800,Snow Water Equivalent,MT,Madison,Headwaters Ruby River,Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=448,12E07S  ,DIVM8,8
snotel,500,1999,2017,48.91,-114.77,4300,Snow Water Equivalent,MT,Flathead,Canada,Grave Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=500,14A11S  ,GRCM8,8
snotel,576,1999,2017,44.99,-113.44,8100,Snow Water Equivalent,MT,Beaverhead,Trail Creek,Lemhi Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=576,13E23S  ,LMHM8,8
snotel,664,1999,2017,48.16,-113.95,6040,Snow Water Equivalent,MT,Flathead,Flathead River-Rose Creek,Noisy Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=664,13A25S  ,NOIM8,8
snotel,787,1999,2017,48.91,-114.86,6030,Snow Water Equivalent,MT,Lincoln,Canada,Stahl Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=787,14A12S  ,STAM8,8
snotel,347,1999,2017,44.51,-111.13,8170,Snow Water Equivalent,MT,Gallatin,Madison Arm-Madison River,Black Bear,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=347,11E35S  ,BLBM8,8
snotel,414,1999,2017,47.08,-112.73,6950,Snow Water Equivalent,MT,Lewis And Clark,Copper Creek,Copper Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=414,12B14S  ,CPCM8,8
snotel,813,1999,2017,44.79,-111.71,8000,Snow Water Equivalent,MT,Madison,Middle West Fork Madison River,Tepee Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=813,11E24S  ,TPEM8,8
snotel,858,1999,2017,44.61,-111.15,6800,Snow Water Equivalent,MT,Gallatin,Middle South Fork Madison River,Whiskey Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=858,11E30S  ,WSKM8,8
snotel,1103,1999,2017,60.96,-149.09,1540,Snow Water Equivalent,AK,Anchorage,Glacier Creek,Mt. Alyeska,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1103,49L01S  ,YESA2,9
snotel,410,1999,2017,46.47,-113.39,5600,Snow Water Equivalent,MT,Granite,Upper South Fork Lower Middle Creek,Combination,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=410,13C33S  ,CMBM8,8
snotel,487,1999,2017,46.44,-112.19,6480,Snow Water Equivalent,MT,Jefferson,Lump Gulch,Frohner Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=487,12C13S  ,FRHM8,8
snotel,862,1999,2017,45.05,-109.91,8700,Snow Water Equivalent,MT,Park,Broadwater Creek-Clarks Fork Yellowstone River,White Mill,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=862,09D08S  ,WHTM8,8
snotel,381,1999,2017,45.88,-113.33,6430,Snow Water Equivalent,MT,Deer Lodge,Fishtrap Creek,Calvert Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=381,13D26S  ,CLVM8,8
snotel,413,1999,2017,47.06,-112.6,5200,Snow Water Equivalent,MT,Lewis And Clark,Copper Creek,Copper Bottom,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=413,12B16S  ,COPM8,8
snotel,355,1999,2017,45.17,-113.5,7600,Snow Water Equivalent,MT,Beaverhead,Upper Bloody Dick Creek,Bloody Dick,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=355,13D10S  ,BLOM8,8
snotel,469,1999,2017,48.43,-113.94,4350,Snow Water Equivalent,MT,Flathead,Hungry Horse Creek,Emery Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=469,13A24S  ,EMCM8,8
snotel,510,1999,2017,48.31,-114.84,5035,Snow Water Equivalent,MT,Flathead,Squaw Meadows Creek,Hand Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=510,14A14S  ,HANM8,8
snotel,613,1999,2017,48.8,-113.67,4900,Snow Water Equivalent,MT,Glacier,Swiftcurrent Lake,Many Glacier,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=613,13A27S  ,MANM8,8
snotel,662,1999,2017,45.73,-114.48,5650,Snow Water Equivalent,MT,Ravalli,Nez Pierce Fork-Nelson Lake,Nez Perce Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=662,14D02S  ,NZCM8,8
snotel,693,1999,2017,48.3,-113.33,5930,Snow Water Equivalent,MT,Pondera,Upper South Fork Two Medicine River,Pike Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=693,13A26S  ,PICM8,8
snotel,700,1999,2017,46.11,-110.47,6500,Snow Water Equivalent,MT,Park,Porcupine Creek,Porcupine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=700,10C03S  ,PRPM8,8
snotel,760,1999,2017,46.24,-113.77,7250,Snow Water Equivalent,MT,Granite,Middle West Fork Ross Creek,Skalkaho Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=760,13C03S  ,SKAM8,8
snotel,850,1999,2017,46.27,-113.16,7800,Snow Water Equivalent,MT,Granite,Headwaters Warm Springs Creek,Warm Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=850,13C43S  ,WRMM8,8
snotel,308,1999,2017,34.46,-111.41,7300,Snow Water Equivalent,AZ,Gila,Pine Creek,Baker Butte,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=308,11R06S  ,BKBA3,8
snotel,310,1999,2017,33.98,-109.5,9125,Snow Water Equivalent,AZ,Apache,Hall Creek-Little Colorado River,Baldy,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=310,09S01S  ,BLDA3,8
snotel,416,1999,2017,33.8,-109.15,8400,Snow Water Equivalent,AZ,Apache,Coleman Creek,Coronado Trail,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=416,09S07S  ,CNDA3,8
snotel,488,1999,2017,35.07,-111.84,7200,Snow Water Equivalent,AZ,Coconino,Fry Canyon,Fry,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=488,11P13S  ,FRYA3,8
snotel,511,1999,2017,33.65,-109.31,9020,Snow Water Equivalent,AZ,Greenlee,Upper Beaver Creek,Hannagan Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=511,09S11S  ,HNMA3,8
snotel,519,1999,2017,34.31,-110.75,7640,Snow Water Equivalent,AZ,Coconino,West Fork Black Canyon,Heber,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=519,10R04S  ,HBEA3,8
snotel,617,1999,2017,33.92,-109.46,9200,Snow Water Equivalent,AZ,Apache,Upper West Fork Black River,Maverick Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=617,09S02S  ,MVFA3,8
snotel,640,1999,2017,34.94,-111.52,7500,Snow Water Equivalent,AZ,Coconino,Mormon Lake,Mormon Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=640,11R03S  ,MRMA3,8
snotel,861,1999,2017,35.14,-112.15,7180,Snow Water Equivalent,AZ,Coconino,Upper Hell Canyon,White Horse Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=861,12P02S  ,WHLA3,8
snotel,877,1999,2017,33.81,-110.92,6900,Snow Water Equivalent,AZ,Gila,Workman Creek,Workman Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=877,10S01S  ,WKMA3,8
snotel,391,1999,2017,41.58,-120.3,7030,Snow Water Equivalent,CA,Modoc,Thoms Creek,Cedar Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=391,20H06S  ,CDRC1,8
snotel,462,1999,2017,38.55,-119.8,8661,Snow Water Equivalent,CA,Alpine,Silver Creek,Ebbetts Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=462,19L19S  ,EBTC1,8
snotel,463,1999,2017,38.85,-120.08,7653,Snow Water Equivalent,CA,El Dorado,Upper Truckee River-Frontal Lake Tahoe,Echo Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=463,20L06S  ,ECOC1,8
snotel,473,1999,2017,38.93,-120.05,6242,Snow Water Equivalent,CA,El Dorado,Fallen Leaf Lake-Frontal Lake Tahoe,Fallen Leaf,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=473,20L10S  ,FLFC1,8
snotel,508,1999,2017,38.85,-119.94,7742,Snow Water Equivalent,CA,El Dorado,Trout Creek,Hagans Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=508,19L03S  ,HGNC1,8
snotel,518,1999,2017,38.92,-119.92,8534,Snow Water Equivalent,CA,El Dorado,Trout Creek,Heavenly Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=518,19L24S  ,HVNC1,8
snotel,539,1999,2017,39.45,-120.29,6980,Snow Water Equivalent,CA,Sierra,Independence Creek,Independence Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=539,20K04S  ,ICPC1,8
snotel,541,1999,2017,39.43,-120.31,8338,Snow Water Equivalent,CA,Nevada,Sagehen Creek,Independence Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=541,20K05S  ,ILKC1,8
snotel,587,1999,2017,38.44,-119.37,9249,Snow Water Equivalent,CA,Mono,Deep Creek,Lobdell Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=587,19L17S  ,LOBC1,8
snotel,771,1999,2017,38.31,-119.6,8770,Snow Water Equivalent,CA,Mono,Leavitt Creek-West Walker River,Sonora Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=771,19L07S  ,SRAC1,8
snotel,846,1999,2017,38.07,-119.23,9445,Snow Water Equivalent,CA,Mono,Virginia Creek,Virginia Lakes Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=846,19L13S  ,VGAC1,8
snotel,848,1999,2017,39.14,-120.22,6745,Snow Water Equivalent,CA,Placer,Ward Creek-Frontal Lake Tahoe,Ward Creek #3,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=848,20K25S  ,WRDC1,8
snotel,335,1999,2017,39.8,-105.78,11300,Snow Water Equivalent,CO,Grand,Upper Fraser River,Berthoud Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=335,05K14S  ,BTSC2,8
snotel,378,1999,2017,39.88,-107.6,9400,Snow Water Equivalent,CO,Rio Blanco,North Elk Creek,Burro Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=378,07K02S  ,BURC2,8
snotel,386,1999,2017,37.65,-107.81,8880,Snow Water Equivalent,CO,San Juan,Headwaters Cascade Creek,Cascade,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=386,07M05S  ,CSCC2,8
snotel,408,1999,2017,40.39,-106.6,9160,Snow Water Equivalent,CO,Jackson,Upper Grizzly Creek,Columbine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=408,06J03S  ,COLC2,8
snotel,415,1999,2017,39.49,-106.17,10550,Snow Water Equivalent,CO,Summit,West Tenmile Creek,Copper Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=415,06K24S  ,CPMC2,8
snotel,430,1999,2017,37.21,-105.2,10500,Snow Water Equivalent,CO,Costilla,Headwaters Culebra Creek,Culebra #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=430,05M03S  ,CULC2,8
snotel,438,1999,2017,40.81,-105.77,10220,Snow Water Equivalent,CO,Larimer,North Fork Cache La Poudre River-Panhandle Creek,Deadman Hill,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=438,05J06S  ,DDMC2,8
snotel,467,1999,2017,40.85,-106.97,8700,Snow Water Equivalent,CO,Routt,Steamboat Lake,Elk River,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=467,06J15S  ,ELKC2,8
snotel,551,1999,2017,40.53,-105.89,10120,Snow Water Equivalent,CO,Larimer,Joe Wright Creek,Joe Wright,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=551,05J37S  ,JWRC2,8
snotel,564,1999,2017,39.94,-105.59,9700,Snow Water Equivalent,CO,Gilpin,Middle Boulder Creek,Lake Eldora,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=564,05J41S  ,LELC2,8
snotel,565,1999,2017,40.41,-105.82,10700,Snow Water Equivalent,CO,Grand,Headwaters Colorado River,Lake Irene,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=565,05J10S  ,LKIC2,8
snotel,629,1999,2017,37.85,-107.73,10040,Snow Water Equivalent,CO,San Juan,Mineral Creek,Mineral Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=629,07M14S  ,MINC2,8
snotel,682,1999,2017,39.05,-107.87,9960,Snow Water Equivalent,CO,Delta,Surface Creek,Park Reservoir,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=682,07K06S  ,PRVC2,8
snotel,701,1999,2017,38.49,-106.34,10760,Snow Water Equivalent,CO,Gunnison,Porphyry Creek-Tomichi Creek,Porphyry Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=701,06L03S  ,PRPC2,8
snotel,825,1999,2017,40.54,-106.68,10500,Snow Water Equivalent,CO,Routt,Fish Creek,Tower,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=825,06J29S  ,TOWC2,8
snotel,838,1999,2017,40.03,-105.58,10300,Snow Water Equivalent,CO,Boulder,North Boulder Creek,University Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=838,05J08S  ,UVCC2,8
snotel,840,1999,2017,37.49,-106.84,10200,Snow Water Equivalent,CO,Mineral,Wolf Creek,Upper San Juan,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=840,06M03S  ,USJC2,8
snotel,842,1999,2017,39.62,-106.38,10300,Snow Water Equivalent,CO,Eagle,Middle Gore Creek,Vail Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=842,06K39S  ,VLMC2,8
snotel,869,1999,2017,40.35,-106.09,9540,Snow Water Equivalent,CO,Grand,Upper Willow Creek,Willow Creek Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=869,06J05S  ,WLLC2,8
snotel,306,1999,2017,43.76,-115.24,7580,Snow Water Equivalent,ID,Elmore,North and Middle Forks Boise,Atlanta Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=306,15F04S  ,ATAI1,8
snotel,423,1999,2017,44.29,-115.66,5380,Snow Water Equivalent,ID,Valley,Deadwood River-Deadwood Reservoir,Cozy Cove,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=423,15E08S  ,COZI1,8
snotel,439,1999,2017,44.54,-115.56,6860,Snow Water Equivalent,ID,Valley,Stratton Creek-Deadwood River,Deadwood Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=439,15E04S  ,DDSI1,8
snotel,484,1999,2017,42.05,-111.6,8140,Snow Water Equivalent,ID,Franklin,Upper Cub River,Franklin Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=484,11G32S  ,FBNI1,8
snotel,490,1999,2017,43.87,-114.71,8780,Snow Water Equivalent,ID,Blaine,Headwaters Big Wood River,Galena Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=490,14F12S  ,GLSI1,8
snotel,496,1999,2017,43.95,-115.27,5690,Snow Water Equivalent,ID,Elmore,Big Silver Creek-North Fork Boise River,Graham Guard Sta.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=496,15F14S  ,GGSI1,8
snotel,534,1999,2017,42.32,-113.62,7980,Snow Water Equivalent,ID,Cassia,Howell Creek,Howell Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=534,13G01S  ,HWCI1,8
snotel,535,1999,2017,47.53,-115.78,4250,Snow Water Equivalent,ID,Shoshone,Canyon Creek-Upper South Fork Coeur d'Alene River,Humboldt Gulch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=535,15B21S  ,HUGI1,8
snotel,594,1999,2017,47.46,-115.71,5140,Snow Water Equivalent,ID,Shoshone,Little North Fork South Fork Coeur d'Alene River-South Fork Coeur d'Alene River,Lookout,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=594,15B02S  ,LKTI1,8
snotel,627,1999,2017,44.47,-114.49,8800,Snow Water Equivalent,ID,Custer,Upper Yankee Fork,Mill Creek Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=627,14E01S  ,MLKI1,8
snotel,637,1999,2017,43.93,-115.67,6100,Snow Water Equivalent,ID,Boise,Middle Crooked River,Mores Creek Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=637,15F01S  ,MRKI1,8
snotel,645,1999,2017,48.06,-116.23,5200,Snow Water Equivalent,ID,Shoshone,Upper North Fork Coeur d'Alene River,Mosquito Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=645,16A04S  ,MOQI1,8
snotel,749,1999,2017,43.21,-111.69,6570,Snow Water Equivalent,ID,Bingham,Horse Creek-Willow Creek,Sheep Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=749,11F11S  ,SPMI1,8
snotel,761,1999,2017,42.56,-111.3,7225,Snow Water Equivalent,ID,Caribou,Headwaters Slug Creek,Slug Creek Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=761,11G05S  ,SLGI1,8
snotel,770,1999,2017,42.95,-111.36,6800,Snow Water Equivalent,ID,Caribou,Upper Lanes Creek,Somsen Ranch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=770,11G01S  ,SORI1,8
snotel,774,1999,2017,42.76,-116.9,6500,Snow Water Equivalent,ID,Owyhee,Deer Creek-Big Boulder Creek,South Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=774,16G01S  ,SMTI1,8
snotel,803,1999,2017,47.56,-115.82,5540,Snow Water Equivalent,ID,Shoshone,Canyon Creek-Upper South Fork Coeur d'Alene River,Sunset,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=803,15B09S  ,SNSI1,8
snotel,805,1999,2017,43.63,-113.97,7640,Snow Water Equivalent,ID,Blaine,Upper Muldoon Creek,Swede Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=805,13F09S  ,SWPI1,8
snotel,830,1999,2017,43.63,-115.44,7770,Snow Water Equivalent,ID,Elmore,Roaring River,Trinity Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=830,15F05S  ,TRMI1,8
snotel,845,1999,2017,43.8,-114.85,8960,Snow Water Equivalent,ID,Blaine,Smiley Creek,Vienna Mine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=845,14F04S  ,VNNI1,8
snotel,307,1999,2017,48.13,-113.02,6900,Snow Water Equivalent,MT,Flathead,North Badger Creek,Badger Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=307,13A15S  ,BADM8,8
snotel,318,1999,2017,44.47,-112.98,8850,Snow Water Equivalent,MT,Beaverhead,Upper Nicholia Creek,Beagle Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=318,12E08S  ,BEAM8,8
snotel,360,1999,2017,46.56,-111.29,7950,Snow Water Equivalent,MT,Meagher,Upper Camas Creek,Boulder Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=360,11C01S  ,BOMM8,8
snotel,363,1999,2017,45.27,-110.25,6670,Snow Water Equivalent,MT,Park,East Fork Boulder River,Box Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=363,10D31S  ,BOXM8,8
snotel,403,1999,2017,45.02,-111.85,8600,Snow Water Equivalent,MT,Madison,Ruby Creek,Clover Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=403,11D08S  ,CMDM8,8
snotel,427,1999,2017,46.79,-109.51,6050,Snow Water Equivalent,MT,Fergus,Big Rock Creek,Crystal Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=427,09C01S  ,CRYM8,8
snotel,568,1999,2017,44.59,-111.82,7400,Snow Water Equivalent,MT,Beaverhead,Odell Creek,Lakeview Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=568,11E03S  ,LVRM8,8
snotel,690,1999,2017,46.58,-111.27,6650,Snow Water Equivalent,MT,Meagher,Upper Camas Creek,Pickfoot Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=690,11C02S  ,PCKM8,8
snotel,725,1999,2017,46.09,-110.43,8100,Snow Water Equivalent,MT,Park,Bennett Creek-Shields River,S Fork Shields,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=725,10C08S  ,SFSM8,8
snotel,876,1999,2017,47.45,-112.81,5960,Snow Water Equivalent,MT,Lewis And Clark,Wood Creek,Wood Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=876,12B17S  ,WODM8,8
